,data,description,cluster
1648,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,2
4799,h5n1 killed chickens,subtypechicken gallus gallus domesticus common,2
972,military bases,military bases,2
9687,effective birth control methods,effective birth control methods,2
7215,disease burden,disease burden,2
3864,h5n1 viruses,subtype,2
7213,influenza costeffectiveness models,infectious disease,2
5302,influenza vaccines,infectious disease,2
7568,70 known clinical trials,70 known clinical trials,2
7551,quadrivalent influenza vaccines,infectious disease,2
7269,disease research,disease research,2
7552,20182019 influenza season,infectious disease,2
7556,recombinant influenza vaccine,infectious disease,2
3869,influenza genomic sequences,infectious disease,2
7262,placebocontrolled randomized clinical trials,placebocontrolled randomized clinical trials,2
7558,20202021 influenza season,infectious disease,2
7260,clinical evidence,clinical evidence,2
7559,2020–2021 influenza season,infectious disease,2
9705,h5n1 threat,subtype,2
7257,annual influenza vaccination,infectious disease,2
7562,pandemic influenza vaccines,infectious disease,2
3868,influenza research database – database,infectious disease,2
5300,commercial siv vaccines,commercial siv vaccines,2
5238,chronic pneumonia,cause death infectious disease,2
7250,certain influenza subtypes,infectious disease,2
7273,seasonal influenza vaccine,infectious disease,2
7604,universal vaccines vaccines,universal vaccines vaccines,2
7207,different groups,different groups,2
1552,drug,drug,2
7175,viral forms,viral forms,2
44,influenza,infectious disease,2
2814,hepatitis b c viruses,hepatitis b c viruses,2
2813,hepatitis b,hepatitis b,2
7628,poultry vaccines,organisms known particular common,2
7169,increase,increase,2
7631,human poultry vaccines,organisms known particular common homo sapiens homo sapiens sapiens homoorganisms known particular common,2
2925,antiviral medicine,antiviral medicine,2
3840,h5n1 influenza virus,subtypeinfectious disease,2
10702,highly pathogenic h5n1 avian influenza,subtypeinfectious disease,2
10701,human incubation period,organisms known particular common homo sapiens homo sapiens sapiens homo,2
7647,onlyneedtoprotecthumanvaccines].chickensforsixweeksbecausethat showlonghumanvaccines].chickenslivetillyoueat human vaccines]. chickens],organisms known particular common homo sapiens homo sapiens sapiens homo,2
7648,human vaccines]. chickens,organisms known particular common homo sapiens homo sapiens sapiens homochicken gallus gallus domesticus common,2
2801,hepatitis c genotype,hepatitis c genotype,2
2816,hepatitis c,hepatitis c,2
2826,enzyme,enzyme,2
7178,2019–2020 influenza seasons,infectious disease,2
9870,viral rna polymerase,structural class chemical compoundsgroup class enzymes,2
7206,seasonal influenza vaccination,infectious disease,2
7606,m001 h1ssf3928 universal influenza vaccine candidates,infectious disease,2
10739,viral entry,viral entry,2
7203,human vaccine,organisms known particular common homo sapiens homo sapiens sapiens homo,2
5227,big concern,big concern,2
5315,influenza genome sequencing project,infectious diseasescientific model natural environment,2
43,1510 influenza,infectious disease,2
7610,3 study,3 study,2
7194,yearly influenza vaccination,infectious disease,2
7616,oral influenza vaccine,infectious disease,2
2918,chronic hepatitis c infection,chronic hepatitis c infection,2
4012,future risk,future risk,2
7618,clinical research,clinical research,2
9867,active antiviral agent,active antiviral agent,2
10708,broadspectrum antiviral drug,broadspectrum antiviral drug,2
2817,hepatitis b reactivation,hepatitis b reactivation,2
1538,experimental antiviral drug,experimental antiviral drug,2
2841,amiodarone,chemical compound medication essential medicine,2
7277,chronic illnesses,chronic illnesses,2
7466,global influenza surveillance,infectious disease,2
5277,seasonal influenza viruses,infectious disease,2
7368,modern influenza vaccines,infectious disease,2
7366,annual influenza epidemic,infectious disease,2
7468,significant human suffering,organisms known particular common homo sapiens homo sapiens sapiens homo,2
2860,hcv viral transcription,hcv viral transcription,2
7470,2012–2013 northern hemisphere influenza season,infectious disease,2
7475,2017–2018 northern hemisphere influenza season,infectious disease,2
7477,2018 southern hemisphere influenza season,infectious disease,2
1875,swine influenza,swine diseaseinfectious disease,2
7478,2018–2019 northern hemisphere influenza season,infectious disease,2
7479,2019 southern hemisphere influenza season,infectious disease,2
7480,2019–2020 northern hemisphere influenza season,infectious disease,2
7353,randomized clinical trials,randomized clinical trials,2
2856,directacting antiviral agents,directacting antiviral agents,2
9780,triphosphate,triphosphate,2
7481,2020–2021 northern hemisphere influenza season,infectious disease,2
9779,phosphate groups,phosphate groups,2
5258,epidemic pandemic influenza preparedness,infectious disease,2
10728,lethal influenza infection,infectious disease,2
7417,risk groups,risk groups,2
2873,protein,protein,2
5267,influenza subtypes,infectious disease,2
9755,pglycoprotein,pglycoprotein,2
3925,hepatitis c. prevention,hepatitis c. prevention,2
3917,injection drug use,injection drug use,2
7405,human influenza sickness,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,2
7404,influenza circulation,infectious disease,2
7402,influenza vaccination strategy,infectious disease,2
5264,viral genus influenzavirus,viral genus influenzavirus,2
3912,liver disease,organ type,2
3905,infectious disease,infectious disease,2
9772,rilpivirine,chemical compound medication,2
9775,antihepatitis c treatments,antihepatitis c treatments,2
2863,human subjects,organisms known particular common homo sapiens homo sapiens sapiens homo,2
7350,influenza outbreaks,infectious disease,2
3953,3 hours,3 hours,2
5663,influenza conference,infectious disease,2
5286,s global influenza surveillance network],infectious disease,2
7521,plantbased influenza vaccines,infectious disease,2
992,typical seasonal influenza,infectious disease,2
7309,virologically confirmed influenza,infectious disease,2
2849,bovine viral diarrhea virus,bovine viral diarrhea virus,2
9815,hill,hill,2
3973,mild nonspecific flulike symptoms,mild nonspecific flulike symptoms,2
990,estimated influenza mortality rate,infectious disease,2
7528,influenza vaccination levels,infectious disease,2
1052,compensation,compensation,2
9717,alarmist,film,2
3975,chronic,chronic,2
3976,chronic hepatitis c,chronic hepatitis c,2
5293,human swine avian lineages,organisms known particular common homo sapiens homo sapiens sapiens homoswine disease,2
4830,h5n1 attacks,subtype,2
3880,np codes,np codes,2
7511,military,military,2
2894,clinical candidate,clinical candidate,2
7509,experimental influenza vaccines,infectious disease,2
1546,antiviral medications,antiviral medications,2
9796,hepatitis c treatments,hepatitis c treatments,2
7485,eggbased influenza vaccines,infectious disease,2
7486,influenza season,infectious disease,2
5251,severe influenza infections,infectious disease,2
10720,viral ribonucleic acid,viral ribonucleic acid,2
7488,2020 southern hemisphere influenza season,infectious disease,2
7649,human vaccines]. chickens forsixweeksbecausethat showlonghumanvaccines].chickenslivetill,organisms known particular common homo sapiens homo sapiens sapiens homochicken gallus gallus domesticus common,2
7489,2020 southern hemisphere influenza season influenza season,infectious diseaseinfectious disease,2
3887,influenza vaccine,infectious disease,2
9802,anticipation,anticipation,2
7329,laboratoryconfirmed influenza,infectious disease,2
996,h5n1 virus,subtype,2
3886,viral polymerase,group class enzymes,2
2149,uses,uses,2
7500,viral growth,viral growth,2
2885,different countries,different countries,2
5167,19 influenza h1n2 virus isolates,infectious diseasesubtype,2
10700,widespread seasonal influenza vaccination,infectious disease,2
10699,influenza virus type,infectious disease,2
7839,viral interference,viral interference,2
6939,2 clinical trials,2 clinical trials,2
10684,avian influenza cycle,infectious disease,2
10000,1918 influenza,infectious disease,2
6936,individual viral proteins,group class chemical substances second-order class,2
7843,live influenza virus,infectious disease,2
6933,clinical studies,clinical studies,2
10001,unusually deadly influenza,infectious disease,2
2757,hepatitis b virus surface,hepatitis b virus surface,2
7845,heatinactivated influenza virus,infectious disease,2
2756,hepatitis b virus,hepatitis b virus,2
4114,world hepatitis day,world hepatitis day,2
4115,world hepatitis alliance,world hepatitis alliance,2
6919,dowpharma,dowpharma,2
6917,harmful,harmful,2
901,chinese national influenza center,infectious disease,2
7857,viral inhibitory factor,viral inhibitory factor,2
9994,hepatitis c. similarly,hepatitis c. similarly,2
7831,antiviral activities,antiviral activities,2
912,taiwan,island disputed territory,2
6981,reservations,reservations,2
4849,human form,organisms known particular common homo sapiens homo sapiens sapiens homo,2
9591,splitvirion influenza vaccines,infectious disease,2
7805,human cytomegalovirus,organisms known particular common homo sapiens homo sapiens sapiens homotaxon,2
2763,hepatitis c. ciluprevir,chemical compound,2
7810,human papillomavirus,organisms known particular common homo sapiens homo sapiens sapiens homo,2
10750,russian antiviral market,russian antiviral market,2
6964,injection site,injection site,2
2761,hepatitis b virus infection,hepatitis b virus infection,2
2760,hepatitis d,hepatitis d,2
2280,antiviral drug,antiviral drug,2
906,influenza epidemic,infectious disease,2
4101,clinical medical research,clinical medical research,2
6954,h5n1 influenza vaccine,subtypeinfectious disease,2
1137,rodents,rodents,2
3233,human trial,organisms known particular common homo sapiens homo sapiens sapiens homo,2
2961,hepatitis c. deleobuvir,chemical compound,2
7864,specific antiviral effect,specific antiviral effect,2
884,1957 influenza,infectious disease,2
6875,h5n1 speed,subtype,2
6871,h5n1 vaccination effectiveness,subtype,2
4775,h5n1 prepandemic vaccines,subtype,2
10027,previous influenza strains,infectious disease,2
2749,hdv,hdv,2
4852,human h1n1,organisms known particular common homo sapiens homo sapiens sapiens homovirus,2
2390,viral replication,viral replication,2
875,fuentes,fuentes,2
2744,hepatitis b viruses,hepatitis b viruses,2
2743,hepatitis delta,hepatitis delta,2
7914,different types,different types,2
3728,h5n1 influenza strain,subtypeinfectious disease,2
1160,concern,concern,2
5384,different routes,different routes,2
10022,disease vectors,disease vectors,2
2962,nonnucleoside hepatitis c virus ns5b polymerase inhibitor,group class enzymes,2
6879,live attenuated influenza vaccine,infectious disease,2
6882,intranasal influenza vaccine candidate,infectious disease,2
7866,responsible factor viral inhibitory factor,responsible factor viral inhibitory factor,2
4119,antiviral treatment,antiviral treatment,2
7870,human beta interferon,organisms known particular common homo sapiens homo sapiens sapiens homogroup class proteins,2
6901,influenza virus proteins,infectious diseasegroup class chemical substances second-order class,2
7873,radiolabeled human beta,organisms known particular common homo sapiens homo sapiens sapiens homo,2
2967,antiviral effects,antiviral effects,2
3744,pandemic influenza vaccine development,infectious disease,2
6894,influenza coat protein,infectious disease,2
5176,disease control prevention document,disease control prevention document,2
6891,highly pathogenic influenza viruses,infectious disease,2
6349,human influenza pandemics,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,2
2969,human clinical trials,organisms known particular common homo sapiens homo sapiens sapiens homo,2
