,data,description,cluster
10718,main principle action,main principle action,3
10719,triazavirin,medication chemical compound,3
10720,viral ribonucleic acid,viral ribonucleic acid,3
10732,active substance,active substance,3
10722,synthetic analogue,synthetic analogue,3
10724,purine nucleosides,purine nucleosides,3
10725,antiinfluenza activity,antiinfluenza activity,3
10726,forestspring encephalitis virus,forestspring encephalitis virus,3
10727,potential application,potential application,3
10729,arvi,arvi,3
10730,sarscov2.in august,sarscov2.in august,3
10723,bases,bases,3
10483,effective quarantines,effective quarantines,3
10482,single death,stock character psychopomp literary character,3
10480,french colony,french colony,3
10255,close quarters,close quarters,3
10256,massive troop movements,massive troop movements,3
10257,probably increased transmission augmented mutation,probably increased transmission augmented mutation,3
10260,malnourishment,malnourishment,3
10261,combat chemical attacks,combat chemical attacks,3
10262,combat chemical attacks susceptibility,combat chemical attacks susceptibility,3
10253,original hosts,original hosts,3
10264,worldwide occurrence,worldwide occurrence,3
10266,civilian travelers,civilian travelers,3
10267,lies,lies,3
10269,circumstances,circumstances,3
10270,civilian life,civilian life,3
10271,natural selection,natural selection,3
10273,ill lives,ill lives,3
10265,modern transportation systems,modern transportation systems,3
10274,trenches,trenches,3
10252,detectable spread,detectable spread,3
10249,chinese southeast asian workers,chinese southeast asian workers,3
10229,british french lines,british french lines,3
10230,humphries,humphries,3
10231,memorial university ofnewfoundlandinst.john sbasedhumphriesofthememorialuniversityof newfoundland,memorial university ofnewfoundlandinst.john sbasedhumphriesofthememorialuniversityof newfoundland,3
10232,newfoundland inst.john sbasedhumphriesofthememorialuniversityofnewfoundlandin st. john,newfoundland inst.john sbasedhumphriesofthememorialuniversityofnewfoundlandin st. john,3
10233,st. john,st. john,3
10234,based humphries,based humphries,3
10251,chinese workers,chinese workers,3
10235,memorial university,memorial university,3
10237,newfoundland,newfoundland,3
10238,archival evidence,archival evidence,3
10240,tissue samples,tissue samples,3
10241,modern comparison,modern comparison,3
10243,lower rates,lower rates,3
10246,chinese southeast asian soldiers,chinese southeast asian soldiers,3
10236,newfoundland inst.john sbasedhumphriesofthememorialuniversityofnewfoundlandinst.johnconclusionson newly unearthed records,newfoundland inst.john sbasedhumphriesofthememorialuniversityofnewfoundlandinst.johnconclusionson newly unearthed records,3
10227,mobilization,mobilization,3
10275,crowded trains,crowded trains,3
10277,modern pandemics,modern pandemics,3
10303,mahogany spots,mahogany spots,3
10304,cheekbones,cheekbones,3
10305,black coloration,black coloration,3
10306,extremities,extremities,3
10307,limbs,limbs,3
10308,torso,torso,3
10301,1919 stanley cup finals,1919 stanley cup finals,3
10309,fluids,fluids,3
10311,nosebleeds,nosebleeds,3
10312,peculiar smell,peculiar smell,3
10313,teeth,teeth,3
10315,hearing,hearing,3
10316,smell,smell,3
10317,blurred vision,blurred vision,3
10310,spontaneous mouth,spontaneous mouth,3
10276,crowded field hospitals,crowded field hospitals,3
10300,player,player,3
10295,common occurrence,common occurrence,3
10279,social upheaval,social upheaval,3
10280,firstwave infections,firstwave infections,3
10281,copenhagen,copenhagen,3
10283,0.29%,0.29%,3
10284,lesslethal wave,lesslethal wave,3
10285,trenches – adults,trenches – adults,3
10296,tendency,tendency,3
10286,lethal second wave,lethal second wave,3
10288,explanation,explanation,3
10289,rapid decline,rapid decline,3
10290,john barry,john barry,3
10291,2004 book,2004 book,3
10292,epic story,epic story,3
10293,deadliest plague,deadliest plague,3
10287,4 597 people,4 597 people,3
10318,impaired color vision,impaired color vision,3
10226,historian mark humphries,historian mark humphries,3
10224,hannoun,hannoun,3
10162,fourth wave 1920,fourth wave 1920,3
10163,fourth wave,fourth wave,3
10164,isolated areas,isolated areas,3
10165,scandinavia,scandinavia,3
10166,south american islands,south american islands,3
10167,6 374 deaths,6 374 deaths,3
10161,tens thousands,tens thousands,3
10168,twice number,twice number,3
10170,milwaukee,milwaukee,3
10171,kansas city,state united states,3
10172,minneapolis,minneapolis,3
10173,late wave,late wave,3
10174,late peak,late peak,3
10175,january–april,january–april,3
10169,detroit,detroit,3
10176,potential origins,potential origins,3
10160,overall american mortality rates,overall american mortality rates,3
10158,nashville,nashville,3
10143,arkhangelsk,city/town big city,3
10144,russia intervention,empire start time 22 october 1721julian end time 1 september 1917julian 1 september 1917julian,3
10145,russian civil war,russian civil war,3
10146,celebrations,celebrations,3
10147,armistice,armistice,3
10148,11 november,11 november,3
10159,st. louis,st. louis,3
10150,nairobi,capital administrative territorial entity kenya big city city millions inhabitants,3
10152,lifting,lifting,3
10153,maritime quarantine,maritime quarantine,3
10154,initial wave,initial wave,3
10155,isolated outbreaks,isolated outbreaks,3
10156,los angeles,los angeles,3
10157,memphis,memphis,3
10151,wave 1919,wave 1919,3
10225,alternative hypotheses,alternative hypotheses,3
10177,geographic origin,geographic origin,3
10179,popular author john m. barry,popular author john m. barry,3
10202,ideal environment,ideal environment,3
10204,poison gas attacks,poison gas attacks,3
10205,casualties,casualties,3
10207,home,home,3
10208,piggery,piggery,3
10209,surrounding villages,surrounding villages,3
10201,etaples,etaples,3
10210,virologist john oxford team,virologist john oxford team,3
10213,possibly years,possibly years,3
10214,political scientist andrew pricesmith,political scientist andrew pricesmith,3
10216,claude hannoun,claude hannoun,3
10218,pasteur institute,pasteur institute,3
10222,allied soldiers,allied soldiers,3
10223,main disseminators,main disseminators,3
10212,european armies,european armies,3
10178,historian alfred w. crosby,historian alfred w. crosby,3
10200,overcrowded camp,overcrowded camp,3
10198,military pathologists,military pathologists,3
10181,2018 study,2018 study,3
10182,tissue slides,tissue slides,3
10183,medical reports,medical reports,3
10184,evolutionary biology professor michael worobey,evolutionary biology professor michael worobey,3
10185,phylogenetic analyses,phylogenetic analyses,3
10186,north american origin,north american origin,3
10199,early outbreaks,early outbreaks,3
10187,haemagglutinin glycoproteins,structural class chemical compounds,3
10189,étaples,commune france,3
10190,virologist john oxford,virologist john oxford,3
10191,virologist john oxford study,virologist john oxford study,3
10192,étaples camp,commune france,3
10196,army barracks,army barracks,3
10197,aldershot,aldershot,3
10188,major uk troop staging hospital camp,major uk troop staging hospital camp,3
9403,3carboxamidine derivative,3carboxamidine derivative,3
10319,observer,observer,3
10321,mucous membranes,mucous membranes,3
10423,information dissemination,information dissemination,3
10424,mass panic,mass panic,3
10425,misinformation,misinformation,3
10426,noxious gases,noxious gases,3
10427,mass graves,mass graves,3
10428,flanders fields,flanders fields,3
10422,kampo,traditional medicine,3
10429,winds,winds,3
10431,germans,germans,3
10432,aspirin,aspirin,3
10433,bayer,bayer,3
10434,poison gas,poison gas,3
10435,uboats,uboats,3
10436,onethird,onethird,3
10430,rumors,rumors,3
10437,early estimate,early estimate,3
10421,ayurveda,healing knowledge cure alternative medical treatment,3
10419,iodine,chemical element follows tellurium followed xenon,3
10405,new york city health commissioner,new york city health commissioner,3
10406,staggered shifts,staggered shifts,3
10407,subways,subways,3
10408,later study,later study,3
10409,wearing,wearing,3
10410,50 percent,50 percent,3
10420,traditional medicine,traditional medicine,3
10411,secondary bacterial infections,secondary bacterial infections,3
10413,varying degrees,varying degrees,3
10414,arsenics,arsenics,3
10415,digitalis,taxon,3
10416,strychnine,chemical compound flammable solid alkaloid heterocyclic compound neurotoxin,3
10417,epsom salts,epsom salts,3
10418,castor oil,castor oil,3
10412,random assortment,random assortment,3
10403,actual enforcement,actual enforcement,3
10439,1991 states,1991 states,3
10442,2018 reassessment,2018 reassessment,3
10463,western samoa,western samoa,3
10465,adult men,adult men,3
10468,governor john martin poyer,governor john martin poyer,3
10469,neighboring american samoa,neighboring american samoa,3
10470,blockade,blockade,3
10471,higher social classes,higher social classes,3
10462,fiji,fiji,3
10472,custom,custom,3
10474,chiefs,chiefs,3
10475,deathbeds,deathbeds,3
10476,community elders,community elders,3
10477,persian famine,persian famine,3
10478,lessaffected areas,lessaffected areas,3
10479,pacific,pacific,3
10473,oral tradition,oral tradition,3
10441,2005 estimate,2005 estimate,3
10461,nauru,nauru,3
10458,talune,talune,3
10443,american journal,american journal,3
10444,1 6 percent,1 6 percent,3
10445,devastated communities,devastated communities,3
10446,everyday life,everyday life,3
10447,stores,stores,3
10448,required customers,required customers,3
10460,tonga,tonga,3
10449,gravediggers,gravediggers,3
10451,bristol bay,bristol bay,3
10452,alaska,alaska,3
10454,40 percent,40 percent,3
10455,total population,total population,3
10456,villages,villages,3
10457,pacific island territories,pacific island territories,3
10450,coffins,coffins,3
10320,hemorrhage,hemorrhage,3
10401,antimask league,antimask league,3
10399,debates,debates,3
10342,common misdiagnosis,common misdiagnosis,3
10343,aftermath,aftermath,3
10344,october revolution,october revolution,3
10345,view,view,3
10348,assumption,assumption,3
10349,poor hygiene,poor hygiene,3
10341,deadly second wave,deadly second wave,3
10351,mass gatherings,mass gatherings,3
10353,spanish flu victims,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,3
10354,adverse climate conditions,adverse climate conditions,3
10355,extended periods,extended periods,3
10356,especially wwi troops,especially wwi troops,3
10357,incessant rains,incessant rains,3
10358,lowerthanaverage temperatures,lowerthanaverage temperatures,3
10352,role climate conditions,role climate conditions,3
10359,conflict,conflict,3
10340,bacillus,bacillus,3
10338,microscope,microscope,3
10322,intestine,intestine,3
10323,ears,ears,3
10324,petechial hemorrhages,petechial hemorrhages,3
10325,cytokine storms,cytokine storms,3
10326,common secondary infection,common secondary infection,3
10327,common upper respiratorytract bacteria,taxon,3
10339,haemophilus influenzae,haemophilus influenzae,3
10328,damaged bronchial tubes,damaged bronchial tubes,3
10330,modern analysis,modern analysis,3
10331,frozen victims,frozen victims,3
10334,strong immune reactions,strong immune reactions,3
10335,weaker immune reactions,weaker immune reactions,3
10336,middleaged adults,middleaged adults,3
10337,misdiagnosis,misdiagnosis,3
10329,massive hemorrhages,massive hemorrhages,3
10400,japan efficacy,sovereign state island nation country,3
10360,ultrahighresolution climate data,ultrahighresolution climate data,3
10362,harvard university,harvard university,3
10384,anzac troops,anzac troops,3
10385,extremely cold temperatures,extremely cold temperatures,3
10386,normally mediterranean climate,normally mediterranean climate,3
10387,anthropogenic increase,anthropogenic increase,3
10388,atmospheric dust,atmospheric dust,3
10389,incessant bombardment,incessant bombardment,3
10383,gallipoli campaign,gallipoli campaign,3
10390,nucleation,nucleation,3
10392,public health management,public health management,3
